dex_number,dex_number_int,species_display_name,form_display_name,form_api_name,is_default,types,hp,attack,defense,special_attack,special_defense,speed,abilities,move_count,height,weight,generation,is_legendary,is_mythical
0445,445,Garchomp,Garchomp,garchomp,True,dragon|ground,108,130,95,80,85,102,Sand Veil|Rough Skin,93,19,950,generation-iv,False,False
0445,445,Garchomp,Garchomp Mega,garchomp-mega,False,dragon|ground,108,170,115,120,95,92,Sand Force,66,19,950,generation-iv,False,False
0445,445,Garchomp,Garchomp Mega Z,garchomp-mega-z,False,dragon,108,130,85,141,85,151,,0,19,990,generation-iv,False,False
0446,446,Munchlax,Munchlax,munchlax,True,normal,135,85,40,40,85,5,Pickup|Thick Fat|Gluttony,105,6,1050,generation-iv,False,False
0447,447,Riolu,Riolu,riolu,True,fighting,40,70,40,35,40,60,Steadfast|Inner Focus|Prankster,97,7,202,generation-iv,False,False
0448,448,Lucario,Lucario,lucario,True,fighting|steel,70,110,70,115,70,90,Steadfast|Inner Focus|Justified,115,12,540,generation-iv,False,False
0448,448,Lucario,Lucario Mega,lucario-mega,False,fighting|steel,70,145,88,140,70,112,Adaptability,76,13,575,generation-iv,False,False
0448,448,Lucario,Lucario Mega Z,lucario-mega-z,False,fighting|steel,70,100,70,164,70,151,,0,13,494,generation-iv,False,False
0449,449,Hippopotas,Hippopotas,hippopotas,True,ground,68,72,78,38,42,32,Sand Stream|Sand Force,68,8,495,generation-iv,False,False
0450,450,Hippowdon,Hippowdon,hippowdon,True,ground,108,112,118,68,72,47,Sand Stream|Sand Force,70,20,3000,generation-iv,False,False
0451,451,Skorupi,Skorupi,skorupi,True,poison|bug,40,50,90,30,55,65,Battle Armor|Sniper|Keen Eye,77,8,120,generation-iv,False,False
0452,452,Drapion,Drapion,drapion,True,poison|dark,70,90,110,60,75,95,Battle Armor|Sniper|Keen Eye,90,13,615,generation-iv,False,False
0453,453,Croagunk,Croagunk,croagunk,True,poison|fighting,48,61,40,61,40,50,Anticipation|Dry Skin|Poison Touch,112,7,230,generation-iv,False,False
0454,454,Toxicroak,Toxicroak,toxicroak,True,poison|fighting,83,106,65,86,65,85,Anticipation|Dry Skin|Poison Touch,108,13,444,generation-iv,False,False
0455,455,Carnivine,Carnivine,carnivine,True,grass,74,100,72,90,72,46,Levitate,70,14,270,generation-iv,False,False
0456,456,Finneon,Finneon,finneon,True,water,49,49,56,49,61,66,Swift Swim|Storm Drain|Water Veil,74,4,70,generation-iv,False,False
0457,457,Lumineon,Lumineon,lumineon,True,water,69,69,76,69,86,91,Swift Swim|Storm Drain|Water Veil,72,12,240,generation-iv,False,False
0458,458,Mantyke,Mantyke,mantyke,True,water|flying,45,20,50,60,120,50,Swift Swim|Water Absorb|Water Veil,66,10,650,generation-iv,False,False
0459,459,Snover,Snover,snover,True,grass|ice,60,62,50,62,60,40,Snow Warning|Soundproof,76,10,505,generation-iv,False,False
0460,460,Abomasnow,Abomasnow,abomasnow,True,grass|ice,90,92,75,92,85,60,Snow Warning|Soundproof,95,22,1355,generation-iv,False,False
0460,460,Abomasnow,Abomasnow Mega,abomasnow-mega,False,grass|ice,90,132,105,132,105,30,Snow Warning,62,27,1850,generation-iv,False,False
0461,461,Weavile,Weavile,weavile,True,dark|ice,70,120,65,45,85,125,Pressure|Pickpocket,108,11,340,generation-iv,False,False
0462,462,Magnezone,Magnezone,magnezone,True,electric|steel,70,70,115,130,90,60,Magnet Pull|Sturdy|Analytic,81,12,1800,generation-iv,False,False
0463,463,Lickilicky,Lickilicky,lickilicky,True,normal,110,85,95,80,95,50,Own Tempo|Oblivious|Cloud Nine,102,17,1400,generation-iv,False,False
0464,464,Rhyperior,Rhyperior,rhyperior,True,ground|rock,115,140,130,55,55,40,Lightning Rod|Solid Rock|Reckless,128,24,2828,generation-iv,False,False
0465,465,Tangrowth,Tangrowth,tangrowth,True,grass,100,100,125,110,50,50,Chlorophyll|Leaf Guard|Regenerator,84,20,1286,generation-iv,False,False
0466,466,Electivire,Electivire,electivire,True,electric,75,123,67,95,85,95,Motor Drive|Vital Spirit,98,18,1386,generation-iv,False,False
0467,467,Magmortar,Magmortar,magmortar,True,fire,75,95,67,125,95,83,Flame Body|Vital Spirit,102,16,680,generation-iv,False,False
0468,468,Togekiss,Togekiss,togekiss,True,fairy|flying,85,50,95,120,115,80,Hustle|Serene Grace|Super Luck,118,15,380,generation-iv,False,False
0469,469,Yanmega,Yanmega,yanmega,True,bug|flying,86,76,86,116,56,95,Speed Boost|Tinted Lens|Frisk,79,19,515,generation-iv,False,False
0470,470,Leafeon,Leafeon,leafeon,True,grass,65,110,130,60,65,95,Leaf Guard|Chlorophyll,90,10,255,generation-iv,False,False
0471,471,Glaceon,Glaceon,glaceon,True,ice,65,60,110,130,95,65,Snow Cloak|Ice Body,87,8,259,generation-iv,False,False
0472,472,Gliscor,Gliscor,gliscor,True,ground|flying,75,95,125,45,75,95,Hyper Cutter|Sand Veil|Poison Heal,110,20,425,generation-iv,False,False
0473,473,Mamoswine,Mamoswine,mamoswine,True,ice|ground,110,130,80,70,60,80,Oblivious|Snow Cloak|Thick Fat,91,25,2910,generation-iv,False,False
0474,474,Porygon-Z,Porygon-Z,porygon-z,True,normal,85,80,70,135,75,90,Adaptability|Download|Analytic,80,9,340,generation-iv,False,False
0475,475,Gallade,Gallade,gallade,True,psychic|fighting,68,125,65,65,115,80,Steadfast|Sharpness|Justified,145,16,520,generation-iv,False,False
0475,475,Gallade,Gallade Mega,gallade-mega,False,psychic|fighting,68,165,95,65,115,110,Inner Focus,101,16,564,generation-iv,False,False
0476,476,Probopass,Probopass,probopass,True,rock|steel,60,55,145,75,150,40,Sturdy|Magnet Pull|Sand Force,90,14,3400,generation-iv,False,False
0477,477,Dusknoir,Dusknoir,dusknoir,True,ghost,45,100,135,65,135,45,Pressure|Frisk,103,22,1066,generation-iv,False,False
0478,478,Froslass,Froslass,froslass,True,ice|ghost,70,80,70,80,70,110,Snow Cloak|Cursed Body,95,13,266,generation-iv,False,False
0478,478,Froslass,Froslass Mega,froslass-mega,False,ice|ghost,70,80,70,140,100,120,Snow Warning,0,26,296,generation-iv,False,False
0479,479,Rotom,Rotom,rotom,True,electric|ghost,50,50,77,95,77,91,Levitate,66,3,3,generation-iv,False,False
0479,479,Rotom,Rotom Heat,rotom-heat,False,electric|fire,50,65,107,105,107,86,Levitate,67,3,3,generation-iv,False,False
0479,479,Rotom,Rotom Wash,rotom-wash,False,electric|water,50,65,107,105,107,86,Levitate,67,3,3,generation-iv,False,False
0479,479,Rotom,Rotom Frost,rotom-frost,False,electric|ice,50,65,107,105,107,86,Levitate,67,3,3,generation-iv,False,False
0479,479,Rotom,Rotom Fan,rotom-fan,False,electric|flying,50,65,107,105,107,86,Levitate,67,3,3,generation-iv,False,False
0479,479,Rotom,Rotom Mow,rotom-mow,False,electric|grass,50,65,107,105,107,86,Levitate,67,3,3,generation-iv,False,False
0480,480,Uxie,Uxie,uxie,True,psychic,75,75,130,75,130,95,Levitate,99,3,3,generation-iv,True,False
0481,481,Mesprit,Mesprit,mesprit,True,psychic,80,105,105,105,105,80,Levitate,99,3,3,generation-iv,True,False
0482,482,Azelf,Azelf,azelf,True,psychic,75,125,70,125,70,115,Levitate,101,3,3,generation-iv,True,False
0483,483,Dialga,Dialga,dialga,True,steel|dragon,100,120,120,150,100,90,Pressure|Telepathy,92,54,6830,generation-iv,True,False
0483,483,Dialga,Dialga Origin,dialga-origin,False,steel|dragon,100,100,120,150,120,90,Pressure|Telepathy,59,70,8487,generation-iv,True,False
0484,484,Palkia,Palkia,palkia,True,water|dragon,90,120,100,150,120,100,Pressure|Telepathy,98,42,3360,generation-iv,True,False
0484,484,Palkia,Palkia Origin,palkia-origin,False,water|dragon,90,100,100,150,120,120,Pressure|Telepathy,63,63,6590,generation-iv,True,False
0485,485,Heatran,Heatran,heatran,True,fire|steel,91,90,106,130,106,77,Flash Fire|Flame Body,86,17,4300,generation-iv,True,False
0485,485,Heatran,Heatran Mega,heatran-mega,False,fire|steel,91,120,106,175,141,67,,0,28,5700,generation-iv,True,False
0486,486,Regigigas,Regigigas,regigigas,True,normal,110,160,110,80,110,100,Slow Start,85,37,4200,generation-iv,True,False
0487,487,Giratina,Giratina Altered,giratina-altered,True,ghost|dragon,150,100,120,100,120,90,Pressure|Telepathy,95,45,7500,generation-iv,True,False
0487,487,Giratina,Giratina Origin,giratina-origin,False,ghost|dragon,150,120,100,120,100,90,Levitate,97,69,6500,generation-iv,True,False
0488,488,Cresselia,Cresselia,cresselia,True,psychic,120,70,110,75,120,85,Levitate,82,15,856,generation-iv,True,False
0489,489,Phione,Phione,phione,True,water,80,80,80,80,80,80,Hydration,68,4,31,generation-iv,False,True
0490,490,Manaphy,Manaphy,manaphy,True,water,100,100,100,100,100,100,Hydration,83,3,14,generation-iv,False,True
0491,491,Darkrai,Darkrai,darkrai,True,dark,70,90,90,135,90,125,Bad Dreams,94,15,505,generation-iv,False,True
0491,491,Darkrai,Darkrai Mega,darkrai-mega,False,dark,70,120,130,165,130,85,,0,30,2400,generation-iv,False,True
0492,492,Shaymin,Shaymin Land,shaymin-land,True,grass,100,100,100,100,100,100,Natural Cure,76,2,21,generation-iv,False,True
0492,492,Shaymin,Shaymin Sky,shaymin-sky,False,grass|flying,100,103,75,120,75,127,Serene Grace,68,4,52,generation-iv,False,True
0493,493,Arceus,Arceus,arceus,True,normal,120,120,120,120,120,120,Multitype,173,32,3200,generation-iv,False,True
0494,494,Victini,Victini,victini,True,psychic|fire,100,100,100,100,100,100,Victory Star,94,4,40,generation-v,False,True
0495,495,Snivy,Snivy,snivy,True,grass,45,45,55,45,55,63,Overgrow|Contrary,77,6,81,generation-v,False,False
0496,496,Servine,Servine,servine,True,grass,60,60,75,60,75,83,Overgrow|Contrary,74,8,160,generation-v,False,False
0497,497,Serperior,Serperior,serperior,True,grass,75,75,95,75,95,113,Overgrow|Contrary,87,33,630,generation-v,False,False
0498,498,Tepig,Tepig,tepig,True,fire,65,63,45,45,45,45,Blaze|Thick Fat,72,5,99,generation-v,False,False
0499,499,Pignite,Pignite,pignite,True,fire|fighting,90,93,55,70,55,55,Blaze|Thick Fat,91,10,555,generation-v,False,False
0500,500,Emboar,Emboar,emboar,True,fire|fighting,110,123,65,100,65,65,Blaze|Reckless,102,16,1500,generation-v,False,False
0500,500,Emboar,Emboar Mega,emboar-mega,False,fire|fighting,110,148,75,110,110,75,Mold Breaker,0,18,1803,generation-v,False,False
0501,501,Oshawott,Oshawott,oshawott,True,water,55,55,45,63,45,45,Torrent|Shell Armor,78,5,59,generation-v,False,False
0502,502,Dewott,Dewott,dewott,True,water,75,75,60,83,60,60,Torrent|Shell Armor,77,8,245,generation-v,False,False
0503,503,Samurott,Samurott,samurott,True,water,95,100,85,108,70,70,Torrent|Shell Armor,95,15,946,generation-v,False,False
0503,503,Samurott,Samurott Hisui,samurott-hisui,False,water|dark,90,108,80,100,65,85,Torrent|Sharpness,66,15,582,generation-v,False,False
0504,504,Patrat,Patrat,patrat,True,normal,45,55,39,35,39,42,Run Away|Keen Eye|Analytic,63,5,116,generation-v,False,False
0505,505,Watchog,Watchog,watchog,True,normal,60,85,69,60,69,77,Illuminate|Keen Eye|Analytic,77,11,270,generation-v,False,False
0506,506,Lillipup,Lillipup,lillipup,True,normal,45,60,45,25,45,55,Vital Spirit|Pickup|Run Away,60,4,41,generation-v,False,False
0507,507,Herdier,Herdier,herdier,True,normal,65,80,65,35,65,60,Intimidate|Sand Rush|Scrappy,56,9,147,generation-v,False,False
0508,508,Stoutland,Stoutland,stoutland,True,normal,85,110,90,45,90,80,Intimidate|Sand Rush|Scrappy,61,12,610,generation-v,False,False
0509,509,Purrloin,Purrloin,purrloin,True,dark,41,50,37,50,37,66,Limber|Unburden|Prankster,74,4,101,generation-v,False,False
0510,510,Liepard,Liepard,liepard,True,dark,64,88,50,88,50,106,Limber|Unburden|Prankster,77,11,375,generation-v,False,False
0511,511,Pansage,Pansage,pansage,True,grass,50,53,48,53,48,64,Gluttony|Overgrow,72,6,105,generation-v,False,False
0512,512,Simisage,Simisage,simisage,True,grass,75,98,63,98,63,101,Gluttony|Overgrow,64,11,305,generation-v,False,False
0513,513,Pansear,Pansear,pansear,True,fire,50,53,48,53,48,64,Gluttony|Blaze,72,6,110,generation-v,False,False
0514,514,Simisear,Simisear,simisear,True,fire,75,98,63,98,63,101,Gluttony|Blaze,66,10,280,generation-v,False,False
0515,515,Panpour,Panpour,panpour,True,water,50,53,48,53,48,64,Gluttony|Torrent,74,6,135,generation-v,False,False
0516,516,Simipour,Simipour,simipour,True,water,75,98,63,98,63,101,Gluttony|Torrent,67,10,290,generation-v,False,False
0517,517,Munna,Munna,munna,True,psychic,76,25,45,67,55,24,Forewarn|Synchronize|Telepathy,75,6,233,generation-v,False,False
0518,518,Musharna,Musharna,musharna,True,psychic,116,55,85,107,95,29,Forewarn|Synchronize|Telepathy,71,11,605,generation-v,False,False
0519,519,Pidove,Pidove,pidove,True,normal|flying,50,55,50,36,30,43,Big Pecks|Super Luck|Rivalry,52,3,21,generation-v,False,False
0520,520,Tranquill,Tranquill,tranquill,True,normal|flying,62,77,62,50,42,65,Big Pecks|Super Luck|Rivalry,46,6,150,generation-v,False,False
0521,521,Unfezant,Unfezant,unfezant,True,normal|flying,80,115,80,65,55,93,Big Pecks|Super Luck|Rivalry,51,12,290,generation-v,False,False
0522,522,Blitzle,Blitzle,blitzle,True,electric,45,60,32,50,32,76,Lightning Rod|Motor Drive|Sap Sipper,65,8,298,generation-v,False,False
0523,523,Zebstrika,Zebstrika,zebstrika,True,electric,75,100,63,80,63,116,Lightning Rod|Motor Drive|Sap Sipper,74,16,795,generation-v,False,False
0524,524,Roggenrola,Roggenrola,roggenrola,True,rock,55,75,85,25,25,15,Sturdy|Weak Armor|Sand Force,51,4,180,generation-v,False,False
0525,525,Boldore,Boldore,boldore,True,rock,70,105,105,50,40,20,Sturdy|Weak Armor|Sand Force,47,9,1020,generation-v,False,False
0526,526,Gigalith,Gigalith,gigalith,True,rock,85,135,130,60,80,25,Sturdy|Sand Stream|Sand Force,56,17,2600,generation-v,False,False
0527,527,Woobat,Woobat,woobat,True,psychic|flying,65,45,43,55,43,72,Unaware|Klutz|Simple,89,4,21,generation-v,False,False
0528,528,Swoobat,Swoobat,swoobat,True,psychic|flying,67,57,55,77,55,114,Unaware|Klutz|Simple,89,9,105,generation-v,False,False
0529,529,Drilbur,Drilbur,drilbur,True,ground,60,85,40,30,45,68,Sand Rush|Sand Force|Mold Breaker,63,3,85,generation-v,False,False
0530,530,Excadrill,Excadrill,excadrill,True,ground|steel,110,135,60,50,65,88,Sand Rush|Sand Force|Mold Breaker,74,7,404,generation-v,False,False
0530,530,Excadrill,Excadrill Mega,excadrill-mega,False,ground|steel,110,165,100,65,65,103,Piercing Drill,0,9,600,generation-v,False,False
0531,531,Audino,Audino,audino,True,normal,103,60,86,60,86,50,Healer|Regenerator|Klutz,107,11,310,generation-v,False,False
0531,531,Audino,Audino Mega,audino-mega,False,normal|fairy,103,60,126,80,126,50,Healer,101,15,320,generation-v,False,False
0532,532,Timburr,Timburr,timburr,True,fighting,75,80,55,25,35,35,Guts|Sheer Force|Iron Fist,80,6,125,generation-v,False,False
0533,533,Gurdurr,Gurdurr,gurdurr,True,fighting,85,105,85,40,50,40,Guts|Sheer Force|Iron Fist,77,12,400,generation-v,False,False
0534,534,Conkeldurr,Conkeldurr,conkeldurr,True,fighting,105,140,95,55,65,45,Guts|Sheer Force|Iron Fist,86,14,870,generation-v,False,False
0535,535,Tympole,Tympole,tympole,True,water,50,50,40,50,40,64,Swift Swim|Hydration|Water Absorb,51,5,45,generation-v,False,False
0536,536,Palpitoad,Palpitoad,palpitoad,True,water|ground,75,65,55,65,55,69,Swift Swim|Hydration|Water Absorb,52,8,170,generation-v,False,False
0537,537,Seismitoad,Seismitoad,seismitoad,True,water|ground,105,95,75,85,75,74,Swift Swim|Poison Touch|Water Absorb,76,15,620,generation-v,False,False
0538,538,Throh,Throh,throh,True,fighting,120,100,85,30,85,45,Guts|Inner Focus|Mold Breaker,70,13,555,generation-v,False,False
0539,539,Sawk,Sawk,sawk,True,fighting,75,125,75,30,75,85,Sturdy|Inner Focus|Mold Breaker,68,14,510,generation-v,False,False
0540,540,Sewaddle,Sewaddle,sewaddle,True,bug|grass,45,53,70,40,60,42,Swarm|Chlorophyll|Overcoat,66,3,25,generation-v,False,False
0541,541,Swadloon,Swadloon,swadloon,True,bug|grass,55,63,90,50,80,42,Leaf Guard|Chlorophyll|Overcoat,60,5,73,generation-v,False,False
0542,542,Leavanny,Leavanny,leavanny,True,bug|grass,75,103,80,70,80,92,Swarm|Chlorophyll|Overcoat,85,12,205,generation-v,False,False
0543,543,Venipede,Venipede,venipede,True,bug|poison,30,45,59,30,39,57,Poison Point|Swarm|Speed Boost,52,4,53,generation-v,False,False
0544,544,Whirlipede,Whirlipede,whirlipede,True,bug|poison,40,55,99,40,79,47,Poison Point|Swarm|Speed Boost,49,12,585,generation-v,False,False
0545,545,Scolipede,Scolipede,scolipede,True,bug|poison,60,100,89,55,69,112,Poison Point|Swarm|Speed Boost,71,25,2005,generation-v,False,False
0545,545,Scolipede,Scolipede Mega,scolipede-mega,False,bug|poison,60,140,149,75,99,62,,0,32,2305,generation-v,False,False
0546,546,Cottonee,Cottonee,cottonee,True,grass|fairy,40,27,60,37,50,66,Prankster|Infiltrator|Chlorophyll,61,3,6,generation-v,False,False
0547,547,Whimsicott,Whimsicott,whimsicott,True,grass|fairy,60,67,85,77,75,116,Prankster|Infiltrator|Chlorophyll,71,7,66,generation-v,False,False
0548,548,Petilil,Petilil,petilil,True,grass,45,35,50,70,50,30,Chlorophyll|Own Tempo|Leaf Guard,61,5,66,generation-v,False,False
0549,549,Lilligant,Lilligant,lilligant,True,grass,70,60,75,110,75,90,Chlorophyll|Own Tempo|Leaf Guard,67,11,163,generation-v,False,False
0549,549,Lilligant,Lilligant Hisui,lilligant-hisui,False,grass|fighting,70,105,75,50,75,105,Chlorophyll|Hustle|Leaf Guard,70,12,192,generation-v,False,False
0550,550,Basculin,Basculin Red Striped,basculin-red-striped,True,water,70,92,65,80,55,98,Reckless|Adaptability|Mold Breaker,74,10,180,generation-v,False,False
0550,550,Basculin,Basculin Blue Striped,basculin-blue-striped,False,water,70,92,65,80,55,98,Rock Head|Adaptability|Mold Breaker,74,10,180,generation-v,False,False
0550,550,Basculin,Basculin White Striped,basculin-white-striped,False,water,70,92,65,80,55,98,Rattled|Adaptability|Mold Breaker,47,10,180,generation-v,False,False
0551,551,Sandile,Sandile,sandile,True,ground|dark,50,72,35,35,35,65,Intimidate|Moxie|Anger Point,80,7,152,generation-v,False,False
0552,552,Krokorok,Krokorok,krokorok,True,ground|dark,60,82,45,45,45,74,Intimidate|Moxie|Anger Point,92,10,334,generation-v,False,False
0553,553,Krookodile,Krookodile,krookodile,True,ground|dark,95,117,80,65,70,92,Intimidate|Moxie|Anger Point,106,15,963,generation-v,False,False
0554,554,Darumaka,Darumaka,darumaka,True,fire,70,90,45,15,45,50,Hustle|Inner Focus,68,6,375,generation-v,False,False
0554,554,Darumaka,Darumaka Galar,darumaka-galar,False,ice,70,90,45,15,45,50,Hustle|Inner Focus,57,7,400,generation-v,False,False
0555,555,Darmanitan,Darmanitan Standard,darmanitan-standard,True,fire,105,140,55,30,55,95,Sheer Force|Zen Mode,89,13,929,generation-v,False,False
0555,555,Darmanitan,Darmanitan Zen,darmanitan-zen,False,fire|psychic,105,30,105,140,105,55,Sheer Force|Zen Mode,89,13,929,generation-v,False,False
0555,555,Darmanitan,Darmanitan Galar Standard,darmanitan-galar-standard,False,ice,105,140,55,30,55,95,Gorilla Tactics|Zen Mode,66,17,1200,generation-v,False,False
0555,555,Darmanitan,Darmanitan Galar Zen,darmanitan-galar-zen,False,ice|fire,105,160,55,30,55,135,Gorilla Tactics|Zen Mode,66,17,1200,generation-v,False,False
0556,556,Maractus,Maractus,maractus,True,grass,75,86,67,106,67,60,Water Absorb|Chlorophyll|Storm Drain,65,10,280,generation-v,False,False
0557,557,Dwebble,Dwebble,dwebble,True,bug|rock,50,65,85,35,35,55,Sturdy|Shell Armor|Weak Armor,60,3,145,generation-v,False,False
0558,558,Crustle,Crustle,crustle,True,bug|rock,70,105,125,65,75,45,Sturdy|Shell Armor|Weak Armor,62,14,2000,generation-v,False,False
0559,559,Scraggy,Scraggy,scraggy,True,dark|fighting,50,75,70,35,70,48,Shed Skin|Moxie|Intimidate,101,6,118,generation-v,False,False
0560,560,Scrafty,Scrafty,scrafty,True,dark|fighting,65,90,115,45,115,58,Shed Skin|Moxie|Intimidate,108,11,300,generation-v,False,False
0560,560,Scrafty,Scrafty Mega,scrafty-mega,False,dark|fighting,65,130,135,55,135,68,,0,11,310,generation-v,False,False
0561,561,Sigilyph,Sigilyph,sigilyph,True,psychic|flying,72,58,80,103,80,97,Wonder Skin|Magic Guard|Tinted Lens,83,14,140,generation-v,False,False
0562,562,Yamask,Yamask,yamask,True,ghost,38,30,85,55,65,30,Mummy,70,5,15,generation-v,False,False
0562,562,Yamask,Yamask Galar,yamask-galar,False,ground|ghost,38,55,85,30,65,30,Wandering Spirit,50,5,15,generation-v,False,False
0563,563,Cofagrigus,Cofagrigus,cofagrigus,True,ghost,58,50,145,95,105,30,Mummy,77,17,765,generation-v,False,False
0564,564,Tirtouga,Tirtouga,tirtouga,True,water|rock,54,78,103,53,45,22,Solid Rock|Sturdy|Swift Swim,69,7,165,generation-v,False,False
0565,565,Carracosta,Carracosta,carracosta,True,water|rock,74,108,133,83,65,32,Solid Rock|Sturdy|Swift Swim,73,12,810,generation-v,False,False
0566,566,Archen,Archen,archen,True,rock|flying,55,112,45,74,45,70,Defeatist,75,5,95,generation-v,False,False
0567,567,Archeops,Archeops,archeops,True,rock|flying,75,140,65,112,65,110,Defeatist,80,14,320,generation-v,False,False
0568,568,Trubbish,Trubbish,trubbish,True,poison,50,50,62,40,62,65,Stench|Sticky Hold|Aftermath,57,6,310,generation-v,False,False
0569,569,Garbodor,Garbodor,garbodor,True,poison,80,95,82,60,82,75,Stench|Weak Armor|Aftermath,66,19,1073,generation-v,False,False
0569,569,Garbodor,Garbodor Gmax,garbodor-gmax,False,poison,80,95,82,60,82,75,Stench|Weak Armor|Aftermath,0,210,10000,generation-v,False,False
0570,570,Zorua,Zorua,zorua,True,dark,40,65,40,80,40,65,Illusion,84,7,125,generation-v,False,False
0570,570,Zorua,Zorua Hisui,zorua-hisui,False,normal|ghost,35,60,40,85,40,70,Illusion,58,7,125,generation-v,False,False
0571,571,Zoroark,Zoroark,zoroark,True,dark,60,105,60,120,60,105,Illusion,93,16,811,generation-v,False,False
0571,571,Zoroark,Zoroark Hisui,zoroark-hisui,False,normal|ghost,55,100,60,125,60,110,Illusion,72,16,730,generation-v,False,False
0572,572,Minccino,Minccino,minccino,True,normal,55,50,40,40,40,75,Cute Charm|Technician|Skill Link,73,4,58,generation-v,False,False
0573,573,Cinccino,Cinccino,cinccino,True,normal,75,95,60,65,60,115,Cute Charm|Technician|Skill Link,78,5,75,generation-v,False,False
0574,574,Gothita,Gothita,gothita,True,psychic,45,30,50,55,65,45,Frisk|Competitive|Shadow Tag,89,4,58,generation-v,False,False
0575,575,Gothorita,Gothorita,gothorita,True,psychic,60,45,70,75,85,55,Frisk|Competitive|Shadow Tag,84,7,180,generation-v,False,False
0576,576,Gothitelle,Gothitelle,gothitelle,True,psychic,70,55,95,95,110,65,Frisk|Competitive|Shadow Tag,93,15,440,generation-v,False,False
0577,577,Solosis,Solosis,solosis,True,psychic,45,30,40,105,50,20,Overcoat|Magic Guard|Regenerator,79,3,10,generation-v,False,False
0578,578,Duosion,Duosion,duosion,True,psychic,65,40,50,125,60,30,Overcoat|Magic Guard|Regenerator,79,6,80,generation-v,False,False
0579,579,Reuniclus,Reuniclus,reuniclus,True,psychic,110,65,75,125,85,30,Overcoat|Magic Guard|Regenerator,100,10,201,generation-v,False,False
0580,580,Ducklett,Ducklett,ducklett,True,water|flying,62,44,50,44,50,55,Keen Eye|Big Pecks|Hydration,60,5,55,generation-v,False,False
0581,581,Swanna,Swanna,swanna,True,water|flying,75,87,63,87,63,98,Keen Eye|Big Pecks|Hydration,65,13,242,generation-v,False,False
0582,582,Vanillite,Vanillite,vanillite,True,ice,36,50,50,65,60,44,Ice Body|Snow Cloak|Weak Armor,52,4,57,generation-v,False,False
0583,583,Vanillish,Vanillish,vanillish,True,ice,51,65,65,80,75,59,Ice Body|Snow Cloak|Weak Armor,46,11,410,generation-v,False,False
0584,584,Vanilluxe,Vanilluxe,vanilluxe,True,ice,71,95,85,110,95,79,Ice Body|Snow Warning|Weak Armor,52,13,575,generation-v,False,False
0585,585,Deerling,Deerling,deerling,True,normal|grass,60,60,50,40,50,75,Chlorophyll|Sap Sipper|Serene Grace,71,6,195,generation-v,False,False
0586,586,Sawsbuck,Sawsbuck,sawsbuck,True,normal|grass,80,100,70,60,70,95,Chlorophyll|Sap Sipper|Serene Grace,80,19,925,generation-v,False,False
0587,587,Emolga,Emolga,emolga,True,electric|flying,55,75,60,75,60,103,Static|Motor Drive,67,4,50,generation-v,False,False
0588,588,Karrablast,Karrablast,karrablast,True,bug,50,75,45,40,45,60,Swarm|Shed Skin|No Guard,53,5,59,generation-v,False,False
0589,589,Escavalier,Escavalier,escavalier,True,bug|steel,70,135,105,60,105,20,Swarm|Shell Armor|Overcoat,67,10,330,generation-v,False,False
0590,590,Foongus,Foongus,foongus,True,grass|poison,69,55,45,55,55,15,Effect Spore|Regenerator,56,2,10,generation-v,False,False
0591,591,Amoonguss,Amoonguss,amoonguss,True,grass|poison,114,85,70,85,80,30,Effect Spore|Regenerator,58,6,105,generation-v,False,False
0592,592,Frillish,Frillish Male,frillish-male,True,water|ghost,55,40,50,65,85,40,Water Absorb|Cursed Body|Damp,71,12,330,generation-v,False,False
0593,593,Jellicent,Jellicent Male,jellicent-male,True,water|ghost,100,60,70,85,105,60,Water Absorb|Cursed Body|Damp,70,22,1350,generation-v,False,False
0594,594,Alomomola,Alomomola,alomomola,True,water,165,75,80,40,45,65,Healer|Hydration|Regenerator,74,12,316,generation-v,False,False
0595,595,Joltik,Joltik,joltik,True,bug|electric,50,47,50,57,50,65,Compound Eyes|Unnerve|Swarm,69,1,6,generation-v,False,False
0596,596,Galvantula,Galvantula,galvantula,True,bug|electric,70,77,60,97,60,108,Compound Eyes|Unnerve|Swarm,69,8,143,generation-v,False,False
0597,597,Ferroseed,Ferroseed,ferroseed,True,grass|steel,44,50,91,24,86,10,Iron Barbs,60,6,188,generation-v,False,False
0598,598,Ferrothorn,Ferrothorn,ferrothorn,True,grass|steel,74,94,131,54,116,20,Iron Barbs|Anticipation,74,10,1100,generation-v,False,False
0599,599,Klink,Klink,klink,True,steel,40,55,70,45,60,30,Plus|Minus|Clear Body,53,3,210,generation-v,False,False
0600,600,Klang,Klang,klang,True,steel,60,80,95,70,85,50,Plus|Minus|Clear Body,54,6,510,generation-v,False,False
0601,601,Klinklang,Klinklang,klinklang,True,steel,60,100,115,70,85,90,Plus|Minus|Clear Body,60,6,810,generation-v,False,False
0602,602,Tynamo,Tynamo,tynamo,True,electric,35,55,40,45,40,60,Levitate,8,2,3,generation-v,False,False
0603,603,Eelektrik,Eelektrik,eelektrik,True,electric,65,85,70,75,70,40,Levitate,61,12,220,generation-v,False,False
0604,604,Eelektross,Eelektross,eelektross,True,electric,85,115,80,105,80,50,Levitate,97,21,805,generation-v,False,False
0604,604,Eelektross,Eelektross Mega,eelektross-mega,False,electric,85,145,80,135,90,80,,0,30,1800,generation-v,False,False
