display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Meowstic Male,Meowstic,Meowstic Male,0678,,meowstic-male,True,shiny,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 83, ""special_defense"": 81, ""speed"": 104}",Menu CP 0678 shiny.png,Menu_CP_0678_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0678_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678_shiny.png,https://archives.bulbagarden.net/media/upload/2/2e/Menu_CP_0678_shiny.png
Meowstic Female,Meowstic,Meowstic Female,0678,Female,meowstic-female,True,shiny,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 83, ""special_defense"": 81, ""speed"": 104}",Menu CP 0678-Female shiny.png,Menu_CP_0678-Female_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0678-Female_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678-Female_shiny.png,https://archives.bulbagarden.net/media/upload/6/68/Menu_CP_0678-Female_shiny.png
Meowstic Mega,Meowstic,Meowstic Mega,0678,Mega,meowstic-mega,True,shiny,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 143, ""special_defense"": 101, ""speed"": 124}",Menu CP 0678-Mega shiny.png,Menu_CP_0678-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0678-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/3/3c/Menu_CP_0678-Mega_shiny.png
Aegislash Shield,Aegislash,Aegislash Shield,0681,,aegislash-shield,True,shiny,steel|ghost,"{""hp"": 60, ""attack"": 50, ""defense"": 140, ""special_attack"": 50, ""special_defense"": 140, ""speed"": 60}",Menu CP 0681 shiny.png,Menu_CP_0681_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0681_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0681_shiny.png,https://archives.bulbagarden.net/media/upload/7/71/Menu_CP_0681_shiny.png
Aegislash Blade,Aegislash,Aegislash Blade,0681,Blade,aegislash-blade,True,shiny,steel|ghost,"{""hp"": 60, ""attack"": 140, ""defense"": 50, ""special_attack"": 140, ""special_defense"": 50, ""speed"": 60}",Menu CP 0681-Blade shiny.png,Menu_CP_0681-Blade_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0681-Blade_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0681-Blade_shiny.png,https://archives.bulbagarden.net/media/upload/a/a8/Menu_CP_0681-Blade_shiny.png
Aromatisse,Aromatisse,Aromatisse,0683,,aromatisse,True,shiny,fairy,"{""hp"": 101, ""attack"": 72, ""defense"": 72, ""special_attack"": 99, ""special_defense"": 89, ""speed"": 29}",Menu CP 0683 shiny.png,Menu_CP_0683_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0683_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0683_shiny.png,https://archives.bulbagarden.net/media/upload/f/f5/Menu_CP_0683_shiny.png
Slurpuff,Slurpuff,Slurpuff,0685,,slurpuff,True,shiny,fairy,"{""hp"": 82, ""attack"": 80, ""defense"": 86, ""special_attack"": 85, ""special_defense"": 75, ""speed"": 72}",Menu CP 0685 shiny.png,Menu_CP_0685_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0685_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0685_shiny.png,https://archives.bulbagarden.net/media/upload/3/33/Menu_CP_0685_shiny.png
Clawitzer,Clawitzer,Clawitzer,0693,,clawitzer,True,shiny,water,"{""hp"": 71, ""attack"": 73, ""defense"": 88, ""special_attack"": 120, ""special_defense"": 89, ""speed"": 59}",Menu CP 0693 shiny.png,Menu_CP_0693_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0693_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0693_shiny.png,https://archives.bulbagarden.net/media/upload/2/2d/Menu_CP_0693_shiny.png
Heliolisk,Heliolisk,Heliolisk,0695,,heliolisk,True,shiny,electric|normal,"{""hp"": 62, ""attack"": 55, ""defense"": 52, ""special_attack"": 109, ""special_defense"": 94, ""speed"": 109}",Menu CP 0695 shiny.png,Menu_CP_0695_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0695_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0695_shiny.png,https://archives.bulbagarden.net/media/upload/a/ad/Menu_CP_0695_shiny.png
Tyrantrum,Tyrantrum,Tyrantrum,0697,,tyrantrum,True,shiny,rock|dragon,"{""hp"": 82, ""attack"": 121, ""defense"": 119, ""special_attack"": 69, ""special_defense"": 59, ""speed"": 71}",Menu CP 0697 shiny.png,Menu_CP_0697_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0697_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0697_shiny.png,https://archives.bulbagarden.net/media/upload/b/bb/Menu_CP_0697_shiny.png
Aurorus,Aurorus,Aurorus,0699,,aurorus,True,shiny,rock|ice,"{""hp"": 123, ""attack"": 77, ""defense"": 72, ""special_attack"": 99, ""special_defense"": 92, ""speed"": 58}",Menu CP 0699 shiny.png,Menu_CP_0699_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0699_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0699_shiny.png,https://archives.bulbagarden.net/media/upload/4/4a/Menu_CP_0699_shiny.png
Sylveon,Sylveon,Sylveon,0700,,sylveon,True,shiny,fairy,"{""hp"": 95, ""attack"": 65, ""defense"": 65, ""special_attack"": 110, ""special_defense"": 130, ""speed"": 60}",Menu CP 0700 shiny.png,Menu_CP_0700_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0700_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0700_shiny.png,https://archives.bulbagarden.net/media/upload/5/5e/Menu_CP_0700_shiny.png
Hawlucha,Hawlucha,Hawlucha,0701,,hawlucha,True,shiny,fighting|flying,"{""hp"": 78, ""attack"": 92, ""defense"": 75, ""special_attack"": 74, ""special_defense"": 63, ""speed"": 118}",Menu CP 0701 shiny.png,Menu_CP_0701_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0701_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0701_shiny.png,https://archives.bulbagarden.net/media/upload/1/13/Menu_CP_0701_shiny.png
Hawlucha Mega,Hawlucha,Hawlucha Mega,0701,Mega,hawlucha-mega,True,shiny,fighting|flying,"{""hp"": 78, ""attack"": 137, ""defense"": 100, ""special_attack"": 74, ""special_defense"": 93, ""speed"": 118}",Menu CP 0701-Mega shiny.png,Menu_CP_0701-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0701-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0701-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/9/93/Menu_CP_0701-Mega_shiny.png
Dedenne,Dedenne,Dedenne,0702,,dedenne,True,shiny,electric|fairy,"{""hp"": 67, ""attack"": 58, ""defense"": 57, ""special_attack"": 81, ""special_defense"": 67, ""speed"": 101}",Menu CP 0702 shiny.png,Menu_CP_0702_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0702_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0702_shiny.png,https://archives.bulbagarden.net/media/upload/a/ad/Menu_CP_0702_shiny.png
Goodra,Goodra,Goodra,0706,,goodra,True,shiny,dragon,"{""hp"": 90, ""attack"": 100, ""defense"": 70, ""special_attack"": 110, ""special_defense"": 150, ""speed"": 80}",Menu CP 0706 shiny.png,Menu_CP_0706_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0706_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0706_shiny.png,https://archives.bulbagarden.net/media/upload/1/14/Menu_CP_0706_shiny.png
Goodra Hisui,Goodra,Goodra Hisui,0706,Hisui,goodra-hisui,True,shiny,steel|dragon,"{""hp"": 80, ""attack"": 100, ""defense"": 100, ""special_attack"": 110, ""special_defense"": 150, ""speed"": 60}",Menu CP 0706-Hisui shiny.png,Menu_CP_0706-Hisui_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0706-Hisui_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0706-Hisui_shiny.png,https://archives.bulbagarden.net/media/upload/5/59/Menu_CP_0706-Hisui_shiny.png
Klefki,Klefki,Klefki,0707,,klefki,True,shiny,steel|fairy,"{""hp"": 57, ""attack"": 80, ""defense"": 91, ""special_attack"": 80, ""special_defense"": 87, ""speed"": 75}",Menu CP 0707 shiny.png,Menu_CP_0707_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0707_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0707_shiny.png,https://archives.bulbagarden.net/media/upload/d/d1/Menu_CP_0707_shiny.png
Trevenant,Trevenant,Trevenant,0709,,trevenant,True,shiny,ghost|grass,"{""hp"": 85, ""attack"": 110, ""defense"": 76, ""special_attack"": 65, ""special_defense"": 82, ""speed"": 56}",Menu CP 0709 shiny.png,Menu_CP_0709_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0709_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0709_shiny.png,https://archives.bulbagarden.net/media/upload/c/c1/Menu_CP_0709_shiny.png
Gourgeist Average,Gourgeist,Gourgeist Average,0711,,gourgeist-average,True,shiny,ghost|grass,"{""hp"": 65, ""attack"": 90, ""defense"": 122, ""special_attack"": 58, ""special_defense"": 75, ""speed"": 84}",Menu CP 0711 shiny.png,Menu_CP_0711_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0711_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0711_shiny.png,https://archives.bulbagarden.net/media/upload/5/5f/Menu_CP_0711_shiny.png
Gourgeist Average,Gourgeist,Gourgeist Average,0711,Jumbo,gourgeist-average,True,shiny,ghost|grass,"{""hp"": 65, ""attack"": 90, ""defense"": 122, ""special_attack"": 58, ""special_defense"": 75, ""speed"": 84}",Menu CP 0711-Jumbo shiny.png,Menu_CP_0711-Jumbo_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0711-Jumbo_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0711-Jumbo_shiny.png,https://archives.bulbagarden.net/media/upload/9/91/Menu_CP_0711-Jumbo_shiny.png
Gourgeist Large,Gourgeist,Gourgeist Large,0711,Large,gourgeist-large,True,shiny,ghost|grass,"{""hp"": 75, ""attack"": 95, ""defense"": 122, ""special_attack"": 58, ""special_defense"": 75, ""speed"": 69}",Menu CP 0711-Large shiny.png,Menu_CP_0711-Large_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0711-Large_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0711-Large_shiny.png,https://archives.bulbagarden.net/media/upload/0/01/Menu_CP_0711-Large_shiny.png
Gourgeist Small,Gourgeist,Gourgeist Small,0711,Small,gourgeist-small,True,shiny,ghost|grass,"{""hp"": 55, ""attack"": 85, ""defense"": 122, ""special_attack"": 58, ""special_defense"": 75, ""speed"": 99}",Menu CP 0711-Small shiny.png,Menu_CP_0711-Small_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0711-Small_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0711-Small_shiny.png,https://archives.bulbagarden.net/media/upload/2/2b/Menu_CP_0711-Small_shiny.png
Avalugg,Avalugg,Avalugg,0713,,avalugg,True,shiny,ice,"{""hp"": 95, ""attack"": 117, ""defense"": 184, ""special_attack"": 44, ""special_defense"": 46, ""speed"": 28}",Menu CP 0713 shiny.png,Menu_CP_0713_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0713_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0713_shiny.png,https://archives.bulbagarden.net/media/upload/3/38/Menu_CP_0713_shiny.png
Avalugg Hisui,Avalugg,Avalugg Hisui,0713,Hisui,avalugg-hisui,True,shiny,ice|rock,"{""hp"": 95, ""attack"": 127, ""defense"": 184, ""special_attack"": 34, ""special_defense"": 36, ""speed"": 38}",Menu CP 0713-Hisui shiny.png,Menu_CP_0713-Hisui_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0713-Hisui_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0713-Hisui_shiny.png,https://archives.bulbagarden.net/media/upload/2/2b/Menu_CP_0713-Hisui_shiny.png
Noivern,Noivern,Noivern,0715,,noivern,True,shiny,flying|dragon,"{""hp"": 85, ""attack"": 70, ""defense"": 80, ""special_attack"": 97, ""special_defense"": 80, ""speed"": 123}",Menu CP 0715 shiny.png,Menu_CP_0715_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0715_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0715_shiny.png,https://archives.bulbagarden.net/media/upload/3/3d/Menu_CP_0715_shiny.png
Decidueye,Decidueye,Decidueye,0724,,decidueye,True,shiny,grass|ghost,"{""hp"": 78, ""attack"": 107, ""defense"": 75, ""special_attack"": 100, ""special_defense"": 100, ""speed"": 70}",Menu CP 0724 shiny.png,Menu_CP_0724_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0724_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0724_shiny.png,https://archives.bulbagarden.net/media/upload/3/3f/Menu_CP_0724_shiny.png
Decidueye Hisui,Decidueye,Decidueye Hisui,0724,Hisui,decidueye-hisui,True,shiny,grass|fighting,"{""hp"": 88, ""attack"": 112, ""defense"": 80, ""special_attack"": 95, ""special_defense"": 95, ""speed"": 60}",Menu CP 0724-Hisui shiny.png,Menu_CP_0724-Hisui_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0724-Hisui_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0724-Hisui_shiny.png,https://archives.bulbagarden.net/media/upload/9/91/Menu_CP_0724-Hisui_shiny.png
Incineroar,Incineroar,Incineroar,0727,,incineroar,True,shiny,fire|dark,"{""hp"": 95, ""attack"": 115, ""defense"": 90, ""special_attack"": 80, ""special_defense"": 90, ""speed"": 60}",Menu CP 0727 shiny.png,Menu_CP_0727_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0727_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0727_shiny.png,https://archives.bulbagarden.net/media/upload/d/d7/Menu_CP_0727_shiny.png
Primarina,Primarina,Primarina,0730,,primarina,True,shiny,water|fairy,"{""hp"": 80, ""attack"": 74, ""defense"": 74, ""special_attack"": 126, ""special_defense"": 116, ""speed"": 60}",Menu CP 0730 shiny.png,Menu_CP_0730_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0730_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0730_shiny.png,https://archives.bulbagarden.net/media/upload/f/fb/Menu_CP_0730_shiny.png
Toucannon,Toucannon,Toucannon,0733,,toucannon,True,shiny,normal|flying,"{""hp"": 80, ""attack"": 120, ""defense"": 75, ""special_attack"": 75, ""special_defense"": 75, ""speed"": 60}",Menu CP 0733 shiny.png,Menu_CP_0733_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0733_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0733_shiny.png,https://archives.bulbagarden.net/media/upload/2/28/Menu_CP_0733_shiny.png
Crabominable,Crabominable,Crabominable,0740,,crabominable,True,shiny,fighting|ice,"{""hp"": 97, ""attack"": 132, ""defense"": 77, ""special_attack"": 62, ""special_defense"": 67, ""speed"": 43}",Menu CP 0740 shiny.png,Menu_CP_0740_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0740_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0740_shiny.png,https://archives.bulbagarden.net/media/upload/9/98/Menu_CP_0740_shiny.png
Crabominable Mega,Crabominable,Crabominable Mega,0740,Mega,crabominable-mega,True,shiny,fighting|ice,"{""hp"": 97, ""attack"": 157, ""defense"": 122, ""special_attack"": 62, ""special_defense"": 107, ""speed"": 33}",Menu CP 0740-Mega shiny.png,Menu_CP_0740-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0740-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0740-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/e/ec/Menu_CP_0740-Mega_shiny.png
Lycanroc Midday,Lycanroc,Lycanroc Midday,0745,,lycanroc-midday,True,shiny,rock,"{""hp"": 75, ""attack"": 115, ""defense"": 65, ""special_attack"": 55, ""special_defense"": 65, ""speed"": 112}",Menu CP 0745 shiny.png,Menu_CP_0745_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0745_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0745_shiny.png,https://archives.bulbagarden.net/media/upload/8/8c/Menu_CP_0745_shiny.png
Lycanroc Dusk,Lycanroc,Lycanroc Dusk,0745,Dusk,lycanroc-dusk,True,shiny,rock,"{""hp"": 75, ""attack"": 117, ""defense"": 65, ""special_attack"": 55, ""special_defense"": 65, ""speed"": 110}",Menu CP 0745-Dusk shiny.png,Menu_CP_0745-Dusk_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0745-Dusk_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0745-Dusk_shiny.png,https://archives.bulbagarden.net/media/upload/e/e6/Menu_CP_0745-Dusk_shiny.png
Lycanroc Midnight,Lycanroc,Lycanroc Midnight,0745,Midnight,lycanroc-midnight,True,shiny,rock,"{""hp"": 85, ""attack"": 115, ""defense"": 75, ""special_attack"": 55, ""special_defense"": 75, ""speed"": 82}",Menu CP 0745-Midnight shiny.png,Menu_CP_0745-Midnight_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0745-Midnight_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0745-Midnight_shiny.png,https://archives.bulbagarden.net/media/upload/0/02/Menu_CP_0745-Midnight_shiny.png
Toxapex,Toxapex,Toxapex,0748,,toxapex,True,shiny,poison|water,"{""hp"": 50, ""attack"": 63, ""defense"": 152, ""special_attack"": 53, ""special_defense"": 142, ""speed"": 35}",Menu CP 0748 shiny.png,Menu_CP_0748_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0748_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0748_shiny.png,https://archives.bulbagarden.net/media/upload/a/aa/Menu_CP_0748_shiny.png
Mudsdale,Mudsdale,Mudsdale,0750,,mudsdale,True,shiny,ground,"{""hp"": 100, ""attack"": 125, ""defense"": 100, ""special_attack"": 55, ""special_defense"": 85, ""speed"": 35}",Menu CP 0750 shiny.png,Menu_CP_0750_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0750_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0750_shiny.png,https://archives.bulbagarden.net/media/upload/0/0a/Menu_CP_0750_shiny.png
Araquanid,Araquanid,Araquanid,0752,,araquanid,True,shiny,water|bug,"{""hp"": 68, ""attack"": 70, ""defense"": 92, ""special_attack"": 50, ""special_defense"": 132, ""speed"": 42}",Menu CP 0752 shiny.png,Menu_CP_0752_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0752_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0752_shiny.png,https://archives.bulbagarden.net/media/upload/1/1b/Menu_CP_0752_shiny.png
Salazzle,Salazzle,Salazzle,0758,,salazzle,True,shiny,poison|fire,"{""hp"": 68, ""attack"": 64, ""defense"": 60, ""special_attack"": 111, ""special_defense"": 60, ""speed"": 117}",Menu CP 0758 shiny.png,Menu_CP_0758_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0758_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0758_shiny.png,https://archives.bulbagarden.net/media/upload/3/31/Menu_CP_0758_shiny.png
Tsareena,Tsareena,Tsareena,0763,,tsareena,True,shiny,grass,"{""hp"": 72, ""attack"": 120, ""defense"": 98, ""special_attack"": 50, ""special_defense"": 98, ""speed"": 72}",Menu CP 0763 shiny.png,Menu_CP_0763_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0763_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0763_shiny.png,https://archives.bulbagarden.net/media/upload/f/f3/Menu_CP_0763_shiny.png
Oranguru,Oranguru,Oranguru,0765,,oranguru,True,shiny,normal|psychic,"{""hp"": 90, ""attack"": 60, ""defense"": 80, ""special_attack"": 90, ""special_defense"": 110, ""speed"": 60}",Menu CP 0765 shiny.png,Menu_CP_0765_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0765_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0765_shiny.png,https://archives.bulbagarden.net/media/upload/d/db/Menu_CP_0765_shiny.png
Passimian,Passimian,Passimian,0766,,passimian,True,shiny,fighting,"{""hp"": 100, ""attack"": 120, ""defense"": 90, ""special_attack"": 40, ""special_defense"": 60, ""speed"": 80}",Menu CP 0766 shiny.png,Menu_CP_0766_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0766_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0766_shiny.png,https://archives.bulbagarden.net/media/upload/d/d8/Menu_CP_0766_shiny.png
Mimikyu Disguised,Mimikyu,Mimikyu Disguised,0778,,mimikyu-disguised,True,shiny,ghost|fairy,"{""hp"": 55, ""attack"": 90, ""defense"": 80, ""special_attack"": 50, ""special_defense"": 105, ""speed"": 96}",Menu CP 0778 shiny.png,Menu_CP_0778_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0778_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0778_shiny.png,https://archives.bulbagarden.net/media/upload/6/6f/Menu_CP_0778_shiny.png
Drampa,Drampa,Drampa,0780,,drampa,True,shiny,normal|dragon,"{""hp"": 78, ""attack"": 60, ""defense"": 85, ""special_attack"": 135, ""special_defense"": 91, ""speed"": 36}",Menu CP 0780 shiny.png,Menu_CP_0780_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0780_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0780_shiny.png,https://archives.bulbagarden.net/media/upload/d/dc/Menu_CP_0780_shiny.png
Drampa Mega,Drampa,Drampa Mega,0780,Mega,drampa-mega,True,shiny,normal|dragon,"{""hp"": 78, ""attack"": 85, ""defense"": 110, ""special_attack"": 160, ""special_defense"": 116, ""speed"": 36}",Menu CP 0780-Mega shiny.png,Menu_CP_0780-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0780-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0780-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/d/de/Menu_CP_0780-Mega_shiny.png
Kommo-o,Kommo-o,Kommo-o,0784,,kommo-o,True,shiny,dragon|fighting,"{""hp"": 75, ""attack"": 110, ""defense"": 125, ""special_attack"": 100, ""special_defense"": 105, ""speed"": 85}",Menu CP 0784 shiny.png,Menu_CP_0784_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0784_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0784_shiny.png,https://archives.bulbagarden.net/media/upload/f/f1/Menu_CP_0784_shiny.png
Corviknight,Corviknight,Corviknight,0823,,corviknight,True,shiny,flying|steel,"{""hp"": 98, ""attack"": 87, ""defense"": 105, ""special_attack"": 53, ""special_defense"": 85, ""speed"": 67}",Menu CP 0823 shiny.png,Menu_CP_0823_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0823_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0823_shiny.png,https://archives.bulbagarden.net/media/upload/1/17/Menu_CP_0823_shiny.png
Flapple,Flapple,Flapple,0841,,flapple,True,shiny,grass|dragon,"{""hp"": 70, ""attack"": 110, ""defense"": 80, ""special_attack"": 95, ""special_defense"": 60, ""speed"": 70}",Menu CP 0841 shiny.png,Menu_CP_0841_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0841_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0841_shiny.png,https://archives.bulbagarden.net/media/upload/b/b0/Menu_CP_0841_shiny.png
Appletun,Appletun,Appletun,0842,,appletun,True,shiny,grass|dragon,"{""hp"": 110, ""attack"": 85, ""defense"": 80, ""special_attack"": 100, ""special_defense"": 80, ""speed"": 30}",Menu CP 0842 shiny.png,Menu_CP_0842_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0842_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0842_shiny.png,https://archives.bulbagarden.net/media/upload/f/f4/Menu_CP_0842_shiny.png
